source_id,candidate_id,formula,surface,facet,reaction,adsorbate,site,reaction_energy,source,fallback_used
UmVhY3Rpb246NDc0OTIx,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site8,-4.653898920000074,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTIy,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site1,-4.713130620000015,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTIz,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site6,-4.668930980000027,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTI4,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site7,-4.654353330000049,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTI5,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site9,-4.6536352199999556,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTU5,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site29,-4.03934262000007,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTYw,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site16,-4.292967339999905,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTYz,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site11,-4.499567650000017,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTY0,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site18,-4.2902288200000385,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTY1,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site27,-4.116892539999981,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTY2,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site20,-4.242701019999913,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTY5,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site21,-4.2426150300000245,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTcw,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site19,-4.286037410000063,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTcx,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site26,-4.133473239999944,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTcy,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site10,-4.5245846599999595,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTc0,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site28,-4.068670559999987,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTc2,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site17,-4.2908528799999885,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTk2,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site5,-4.669065459999956,Catalysis-Hub,False
UmVhY3Rpb246NDc0OTk3,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site2,-4.712831670000014,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDA1,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site3,-4.7097361299998965,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDA2,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site4,-4.6690872299999455,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDA4,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site31,-3.10184057999993,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDIy,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site30,-3.417331020000006,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDM0,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site12,-4.487426639999967,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDM1,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site15,-4.293026679999912,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDM4,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site23,-4.206152159999988,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDM5,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site24,-4.156507069999975,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDQx,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site25,-4.134505449999892,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDQz,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site22,-4.228936009999984,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDQ0,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site14,-4.307393150000053,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDQ1,CrMo26B54|MoB2-Cr-B00|001,CrMo26B54,MoB2-Cr-B00,001,OH(g) + * -> OH*,OH,site13,-4.319802070000037,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDU5,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site8,-4.690094639999984,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDYw,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site1,-4.734232139999904,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDYx,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site6,-4.70569060999992,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDY4,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site7,-4.699529849999976,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDY5,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site9,-4.162440679999918,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDg2,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site29,-2.797209639999892,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDg3,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site16,-3.8482667899999115,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDkw,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site11,-4.159070049999855,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDkx,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site18,-3.827791419999926,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDky,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site27,-2.987403809999819,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDkz,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site20,-3.80109731999994,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDk0,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site21,-3.7900920799999085,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDk1,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site19,-3.80119437999997,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDk2,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site26,-2.9874265400000013,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDk3,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site10,-4.159888649999857,Catalysis-Hub,False
UmVhY3Rpb246NDc1MDk5,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site28,-2.8466637999999875,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTAx,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site17,-3.8281629599998723,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTIx,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site5,-4.732373149999944,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTIy,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site2,-4.734073689999832,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTMx,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site3,-4.734045759999958,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTMy,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site4,-4.733181969999919,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTQ1,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site12,-4.158377249999944,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTQ2,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site15,-3.950416789999963,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTQ5,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site23,-3.6948812199999566,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTUw,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site24,-3.0640393999998423,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTUx,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site25,-3.0379639299999326,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTUz,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site22,-3.7000636599999552,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTU0,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site14,-3.9779439799999636,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTU1,Mo26TiB57|MoB2-Ti-B03|001,Mo26TiB57,MoB2-Ti-B03,001,OH(g) + * -> OH*,OH,site13,-4.158338639999897,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTY2,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site8,-4.715536389999784,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTY3,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site1,-4.745208219999768,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTY4,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site6,-4.742527839999866,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTcz,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site7,-4.716408759999922,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTc0,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site9,-4.7145691799998986,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTkx,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site29,-3.6397625699999026,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTky,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site16,-4.172052809999855,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTk1,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site11,-4.683386129999917,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTk2,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site18,-4.156541879999963,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTk3,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site27,-3.6678407299999662,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTk4,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site20,-3.999465379999833,Catalysis-Hub,False
UmVhY3Rpb246NDc1MTk5,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site21,-3.998848259999818,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjAw,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site19,-3.999865569999997,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjAx,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site26,-3.6679366799999116,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjAy,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site10,-4.7007767999999714,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjA0,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site28,-3.6428854199999705,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjA2,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site17,-4.157418969999867,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjI0,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site5,-4.742617199999927,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjI1,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site2,-4.744340559999955,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjMy,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site3,-4.742740529999878,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjMz,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site4,-4.742655579999791,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjQy,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site30,-2.8418070299998135,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjQ3,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site12,-4.174119389999987,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjQ4,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site15,-4.1725409899997885,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjUx,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site23,-3.8143506899998556,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjUy,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site24,-3.8060805999998593,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjUz,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site25,-3.782806009999831,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjU1,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site22,-3.8184818299998824,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjU2,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site14,-4.173897639999836,Catalysis-Hub,False
UmVhY3Rpb246NDc1MjU3,Mo26VB57|MoB2-V-B03|001,Mo26VB57,MoB2-V-B03,001,OH(g) + * -> OH*,OH,site13,-4.174058079999895,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjcw,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site8,-4.24345905999985,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjcx,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site1,-4.6975398599998925,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjcy,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site6,-4.244307939999999,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjc3,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site7,-4.243978019999872,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjc4,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site9,-4.222506230000022,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjkx,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site16,-4.213695729999927,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjk0,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site11,-4.218702739999912,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjk1,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site18,-4.114573029999974,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjk2,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site20,-4.07792958999994,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjk3,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site21,-4.07782138999994,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjk4,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site19,-4.078329960000019,Catalysis-Hub,False
UmVhY3Rpb246NDc1Mjk5,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site26,-3.0750969299999724,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzAw,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site10,-4.221903619999921,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzAz,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site17,-4.114895249999904,Catalysis-Hub,False
UmVhY3Rpb246MzM5Njc0,Cd12|Cd|111,Cd12,Cd,111,H2O(g) - 0.5H2(g) + * -> OH*,OH,hollow|A_A_A|FCC,0.2482208829795809,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzE3,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site5,-4.2454356699998925,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzE4,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site2,-4.696554649999939,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzIz,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site3,-4.696195309999894,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzI0,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site4,-4.262566329999913,Catalysis-Hub,False
UmVhY3Rpb246MzM5Njc1,Cd12|Cd|111,Cd12,Cd,111,H2O(g) - 0.5H2(g) + * -> OH*,OH,hollow|A_A_A|HCP,0.2294330550802215,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzM3,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site12,-4.2181761100000585,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzM4,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site15,-4.214769469999851,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzQx,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site23,-3.8294694200000094,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzQy,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site24,-3.7842547799999693,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzQz,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site25,-3.3734252199999446,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzQ1,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site22,-4.056489069999884,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzQ2,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site14,-4.214861579999933,Catalysis-Hub,False
UmVhY3Rpb246NDc1MzQ3,CrMo26B55|MoB2-Cr-B01|001,CrMo26B55,MoB2-Cr-B01,001,OH(g) + * -> OH*,OH,site13,-4.21706195999991,Catalysis-Hub,False
UmVhY3Rpb246MzM5Njc2,Cd12|Cd|111,Cd12,Cd,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|FCC,1.025209023537002,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTA1,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site8,-4.705247909999912,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTA2,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site1,-4.730475859999956,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTA3,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site6,-4.708319469999992,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTE0,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site7,-4.7058901099999275,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTE1,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site9,-4.107943589999991,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTM0,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site16,-3.8246882999999343,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTM3,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site11,-4.104158199999802,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTM4,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site18,-3.742924579999908,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTM5,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site20,-3.7422980399999233,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTQw,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site21,-3.040392919999931,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTQx,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site19,-3.742440219999935,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTQy,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site10,-4.107896600000004,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTQ1,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site17,-3.778989509999974,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTYx,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site5,-4.712863319999997,Catalysis-Hub,False
UmVhY3Rpb246NDc1OTYy,HfMo26B57|MoB2-Hf-B03|001,HfMo26B57,MoB2-Hf-B03,001,OH(g) + * -> OH*,OH,site2,-4.729574179999986,Catalysis-Hub,False
