source_id,candidate_id,formula,surface,facet,reaction,adsorbate,site,reaction_energy,source,fallback_used
UmVhY3Rpb246NDIzMjI4,Ag3Ru9|Ru3Ag|111,Ag3Ru9,Ru3Ag,111,H2SO3(g) + 6* -> 2H* + 3O* + S*,O,hollow,-9.583763545842885,Catalysis-Hub,False
UmVhY3Rpb246NDQxNjk2,Ti32N16|Ti2N-mp-7790-C|100,Ti32N16,Ti2N-mp-7790-C,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,site3,-2.420564055,Catalysis-Hub,False
UmVhY3Rpb246NDQxNzAw,Ti32N16|Ti2N-mp-7790-C|100,Ti32N16,Ti2N-mp-7790-C,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,site7,-1.9026430250000317,Catalysis-Hub,False
UmVhY3Rpb246NDQxNzAz,Ta16N16|TaN-mp-1459-B|100,Ta16N16,TaN-mp-1459-B,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,site4,3.5293545549999976,Catalysis-Hub,False
UmVhY3Rpb246NDQxNzA1,Ta16N16|TaN-mp-1459-B|100,Ta16N16,TaN-mp-1459-B,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,site2,-0.8288230250000197,Catalysis-Hub,False
UmVhY3Rpb246NDQxNzEx,Ta16N16|TaN-mp-1459-B|100,Ta16N16,TaN-mp-1459-B,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,site3,2.281131935000019,Catalysis-Hub,False
UmVhY3Rpb246NDQxNzE0,Ta16N16|TaN-mp-1459-B|100,Ta16N16,TaN-mp-1459-B,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,site1,-0.8620196250000163,Catalysis-Hub,False
UmVhY3Rpb246NDQxNzE5,Mo16N16|MoN-mp-1078389-B|100,Mo16N16,MoN-mp-1078389-B,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,site18,0.36583826500003624,Catalysis-Hub,False
UmVhY3Rpb246NDQ5NTQ0,Mo32N32|MoN-mp-2811-A|110,Mo32N32,MoN-mp-2811-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site17,-1.7918215650000775,Catalysis-Hub,False
UmVhY3Rpb246MzM4MDgz,In12Pd8|In3Pd2|110,In12Pd8,In3Pd2,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.1285852231521858,Catalysis-Hub,False
UmVhY3Rpb246MzM4MDg2,In12Pd8|In3Pd2|110,In12Pd8,In3Pd2,110,HO(g) + * -> HO*,OH,,-2.976315785352199,Catalysis-Hub,False
UmVhY3Rpb246MzM4MDg4,In12Pd8|In3Pd2|100,In12Pd8,In3Pd2,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.259588790104317,Catalysis-Hub,False
UmVhY3Rpb246MzM4MDkw,In12Pd8|In3Pd2|100,In12Pd8,In3Pd2,100,HO(g) + * -> HO*,OH,,-2.8453122184000676,Catalysis-Hub,False
UmVhY3Rpb246MzM4MDky,Cu38Zn|Cu38Zn|211,Cu38Zn,Cu38Zn,211,H2O(g) - 0.5H2(g) + * -> HO*,OH,,-0.22109644915326498,Catalysis-Hub,False
UmVhY3Rpb246MzM4MDk1,Cu38Zn|Cu38Zn|211,Cu38Zn,Cu38Zn,211,HO(g) + * -> HO*,OH,,-3.3259974576649256,Catalysis-Hub,False
UmVhY3Rpb246MzM4MDk2,In16Pd32|InPd2|110,In16Pd32,InPd2,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.3063444123399677,Catalysis-Hub,False
UmVhY3Rpb246MzM4MDk4,In16Pd32|InPd2|110,In16Pd32,InPd2,110,HO(g) + * -> HO*,OH,,-2.798556596171693,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTAw,In16Pd32|InPd2|100,In16Pd32,InPd2,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.45061142061604187,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTAy,In16Pd32|InPd2|100,In16Pd32,InPd2,100,HO(g) + * -> HO*,OH,,-2.6542895878956188,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTA2,In32|In|103,In32,In,103,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.19874651412828825,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTA3,In32|In|103,In32,In,103,HO(g) + * -> HO*,OH,,-2.9061544943760964,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTEw,In24|In|101,In24,In,101,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.2952399903078913,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTEy,In24Pd24|InPd|110,In24Pd24,InPd,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.4743877764849458,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTE1,In24Pd24|InPd|110,In24Pd24,InPd,110,HO(g) + * -> HO*,OH,,-2.630513232026715,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTE3,In16Pd16|InPd|100,In16Pd16,InPd,100,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.058405088289873675,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTE5,In16Pd16|InPd|100,In16Pd16,InPd,100,HO(g) + * -> HO*,OH,,-3.046495920221787,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTIw,In16Pd16|InPd|211,In16Pd16,InPd,211,H2O(g) - 0.5H2(g) + * -> HO*,OH,,0.12468712420377415,Catalysis-Hub,False
UmVhY3Rpb246MzM4MTIz,In16Pd16|InPd|211,In16Pd16,InPd,211,HO(g) + * -> HO*,OH,,-2.9802138843078865,Catalysis-Hub,False
UmVhY3Rpb246NDUxNTY0,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site14,-0.8266734249999672,Catalysis-Hub,False
UmVhY3Rpb246NDUxNTY1,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site34,-0.03512266500001715,Catalysis-Hub,False
UmVhY3Rpb246NDUxNTY4,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site11,-0.8318866549999484,Catalysis-Hub,False
UmVhY3Rpb246NDUxNTcz,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site18,-0.7807656149999502,Catalysis-Hub,False
UmVhY3Rpb246NDUxNTg5,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site27,-0.11119379499984916,Catalysis-Hub,False
UmVhY3Rpb246NDUxNTkw,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site25,-0.12545417499995892,Catalysis-Hub,False
UmVhY3Rpb246NDUxNTk4,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site7,-0.8340376749999905,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjA0,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site17,-0.7833255350000172,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjA5,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site26,-0.11119379499996285,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjE0,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site31,-0.05272614499995143,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjE1,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site15,-0.8266734149999593,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjE2,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site24,-0.1966569349999645,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjE3,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site28,-0.06926142499992238,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjI1,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site4,-0.9809079149999889,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjI2,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site6,-0.843602605000001,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjM0,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site9,-0.833591384999977,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjQ1,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site2,-1.1880450449998534,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjQ3,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site22,-0.6422104649999483,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjQ4,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site30,-0.05272614500006512,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjQ5,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site33,-0.03512267500002508,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjU5,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site10,-0.832092864999936,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjcz,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site13,-0.8286997249999786,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjc1,Ir16N48|IrN3-mp-1211954-A|110,Ir16N48,IrN3-mp-1211954-A,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site21,-0.6422104749999562,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjg0,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site26,0.05107738500009873,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjg3,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site17,-0.6284230850000085,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjg4,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site12,-0.8124445749999722,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjkx,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site8,-0.8219835449998527,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjkz,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site22,0.029318875000058142,Catalysis-Hub,False
UmVhY3Rpb246NDUxNjk3,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site5,-0.8722190050000336,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzA0,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site25,0.0510773750000908,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzEz,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site3,-0.9187440749999496,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzE4,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site29,0.05242212500002097,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzIw,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site1,-0.9190303450000101,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzIx,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site27,0.051272665000055895,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzIy,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site13,-0.788514374999977,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzMy,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site30,0.053170155000088926,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzM2,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site10,-0.8189800749998994,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzM3,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site15,-0.6825675549999914,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzQ0,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site18,-0.6284230849998949,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzQ1,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site23,0.041220114999987345,Catalysis-Hub,False
UmVhY3Rpb246NDUxNzUx,Ir16N48|IrN3-mp-1211954-B|110,Ir16N48,IrN3-mp-1211954-B,110,H2O(g) - 0.5H2(g) + * -> HO*,OH,site2,-0.9187440850000712,Catalysis-Hub,False
UmVhY3Rpb246MzQyMzk3,Tc3Zr9|Zr3Tc|111,Tc3Zr9,Zr3Tc,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,-3.4374402430623263,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDky,Hg3W9|W3Hg|111,Hg3W9,W3Hg,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|FCC,-1.6293792977632506,Catalysis-Hub,False
UmVhY3Rpb246MzQyNTA2,Au3Hf9|Hf3Au|111,Au3Hf9,Hf3Au,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|FCC,-3.8832827129628527,Catalysis-Hub,False
UmVhY3Rpb246MzQyMzk4,Tc3Zr9|Zr3Tc|111,Tc3Zr9,Zr3Tc,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_B|FCC,-2.5991964202623308,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDc2,Ga9Tc3|Ga3Tc|111,Ga9Tc3,Ga3Tc,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,0.15208646523734615,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDkz,Hg3W9|W3Hg|111,Hg3W9,W3Hg,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,-2.077199627161633,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDk3,Ni9Pb3|Ni3Pb|111,Ni9Pb3,Ni3Pb,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,0.31806352563927476,Catalysis-Hub,False
UmVhY3Rpb246MzQyNTA3,Au3Hf9|Hf3Au|111,Au3Hf9,Hf3Au,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,-3.5050436608618725,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDc3,Ga9Tc3|Ga3Tc|111,Ga9Tc3,Ga3Tc,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_B|FCC,0.40556404343425356,Catalysis-Hub,False
UmVhY3Rpb246MzUzMDcw,Ag6Co6|AgCo|101,Ag6Co6,AgCo,101,H2O(g) - H2(g) + * -> O*,O,hollow-tilt|A_A_B|HCP,0.8057143821386603,Catalysis-Hub,False
UmVhY3Rpb246MzQ5MDE0,Os3Ta9|Ta3Os|111,Os3Ta9,Ta3Os,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|FCC,-3.264482918362944,Catalysis-Hub,False
UmVhY3Rpb246MzUzMDcx,Ag6Co6|AgCo|101,Ag6Co6,AgCo,101,H2O(g) - H2(g) + * -> O*,O,top|B,1.0017249189366453,Catalysis-Hub,False
UmVhY3Rpb246MzQ5MDE1,Os3Ta9|Ta3Os|111,Os3Ta9,Ta3Os,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,-2.852432225263499,Catalysis-Hub,False
UmVhY3Rpb246MzU0MzIx,Fe9Zr3|Fe3Zr|111,Fe9Zr3,Fe3Zr,111,H2O(g) - H2(g) + * -> O*,O,top|B,-0.0452665451632015,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDcw,Cd3Pb9|Pb3Cd|111,Cd3Pb9,Pb3Cd,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|FCC,0.7767376597365114,Catalysis-Hub,False
UmVhY3Rpb246MzU1NDg4,Cr9Ru3|Cr3Ru|111,Cr9Ru3,Cr3Ru,111,H2O(g) - H2(g) + * -> O*,O,top|A,-0.758450793462714,Catalysis-Hub,False
UmVhY3Rpb246MzU3MzMy,Co6Y6|CoY|101,Co6Y6,CoY,101,H2O(g) - H2(g) + * -> O*,O,hollow|A_B_B|FCC,-2.1557003879644867,Catalysis-Hub,False
UmVhY3Rpb246MzQwNDM2,Fe9Sn3|Fe3Sn|111,Fe9Sn3,Fe3Sn,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,0.06281952053888062,Catalysis-Hub,False
UmVhY3Rpb246MzQxODk2,Nb9Os3|Nb3Os|111,Nb9Os3,Nb3Os,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|FCC,-2.7851266360596014,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDcx,Cd3Pb9|Pb3Cd|111,Cd3Pb9,Pb3Cd,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,0.8984186688392697,Catalysis-Hub,False
UmVhY3Rpb246MzQyNjEz,Cr9Cu3|Cr3Cu|111,Cr9Cu3,Cr3Cu,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|FCC,-2.2112824966572475,Catalysis-Hub,False
UmVhY3Rpb246MzQxODk3,Nb9Os3|Nb3Os|111,Nb9Os3,Nb3Os,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,-2.6134277018610987,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDcy,Cd3Pb9|Pb3Cd|111,Cd3Pb9,Pb3Cd,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_B|FCC,0.818853943037368,Catalysis-Hub,False
UmVhY3Rpb246MzQyNjE3,Fe9Nb3|Fe3Nb|111,Fe9Nb3,Fe3Nb,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_B|FCC,-1.5608562712624803,Catalysis-Hub,False
UmVhY3Rpb246MzQyNDA1,Mo3Pb9|Pb3Mo|111,Mo3Pb9,Pb3Mo,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,1.2010288496383623,Catalysis-Hub,False
UmVhY3Rpb246MzU1NDg5,Cr9Ru3|Cr3Ru|111,Cr9Ru3,Cr3Ru,111,H2O(g) - H2(g) + * -> O*,O,top|B,0.5459745121368655,Catalysis-Hub,False
UmVhY3Rpb246MzU2Mjc1,Cu6Y6|CuY|101,Cu6Y6,CuY,101,H2O(g) - H2(g) + * -> O*,O,bridge|B_B|A,-2.5825404681565374,Catalysis-Hub,False
UmVhY3Rpb246MzQyNjU3,Sc9Sn3|Sc3Sn|111,Sc9Sn3,Sc3Sn,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|FCC,-3.9184211810608645,Catalysis-Hub,False
UmVhY3Rpb246MzU2Mjc2,Cu6Y6|CuY|101,Cu6Y6,CuY,101,H2O(g) - H2(g) + * -> O*,O,hollow|A_B_B|HCP,-2.579229795159506,Catalysis-Hub,False
UmVhY3Rpb246MzQyNjU4,Sc9Sn3|Sc3Sn|111,Sc9Sn3,Sc3Sn,111,H2O(g) - H2(g) + * -> O*,O,hollow|A_A_A|HCP,-3.9324531392632593,Catalysis-Hub,False
UmVhY3Rpb246MzY0OTMy,Mo6Ru6|MoRu|101,Mo6Ru6,MoRu,101,SO2(g) + 3* -> 2O* + S*,O,hollow,-7.5014563415663815,Catalysis-Hub,False
UmVhY3Rpb246MzY3MTA0,Mo6Os6|MoOs|101,Mo6Os6,MoOs,101,H2O(g) + 3* -> 2H* + O*,O,hollow,-2.627339929973573,Catalysis-Hub,False
UmVhY3Rpb246MzY3MTMz,Cr6Zn6|CrZn|101,Cr6Zn6,CrZn,101,H2O(g) + 3* -> 2H* + O*,O,bridge,-2.5305890382825282,Catalysis-Hub,False
UmVhY3Rpb246MzY3MzA3,Ir6Re6|IrRe|101,Ir6Re6,IrRe,101,H2O(g) + 3* -> 2H* + O*,O,hollow,-1.5321088046786144,Catalysis-Hub,False
UmVhY3Rpb246MzY3Mzcw,La6Pd6|LaPd|101,La6Pd6,LaPd,101,H2O(g) + 3* -> 2H* + O*,O,bridge,-3.324775589675596,Catalysis-Hub,False
UmVhY3Rpb246MzY3NTUx,Pd6Pt6|PdPt|101,Pd6Pt6,PdPt,101,H2O(g) + 3* -> 2H* + O*,O,hollow,0.6596823137205092,Catalysis-Hub,False
UmVhY3Rpb246MzY3NjUw,Ag6Co6|AgCo|101,Ag6Co6,AgCo,101,H2O(g) + 3* -> 2H* + O*,O,bridge,-0.7050819226661815,Catalysis-Hub,False
UmVhY3Rpb246MzY3Njc5,Pd6Ru6|PdRu|101,Pd6Ru6,PdRu,101,H2O(g) + 3* -> 2H* + O*,O,hollow,-0.8683921312750726,Catalysis-Hub,False
UmVhY3Rpb246MzY3NzA4,Cr6Ru6|CrRu|101,Cr6Ru6,CrRu,101,H2O(g) + 3* -> 2H* + O*,O,hollow,-2.8540719832727746,Catalysis-Hub,False
UmVhY3Rpb246MzY3ODQx,Cr6Ti6|CrTi|101,Cr6Ti6,CrTi,101,H2O(g) + 3* -> 2H* + O*,O,bridge,-4.55457517158186,Catalysis-Hub,False
UmVhY3Rpb246MzY3OTA0,Mn6Sn6|MnSn|101,Mn6Sn6,MnSn,101,H2O(g) + 3* -> 2H* + O*,O,hollow,1.7550236451187402,Catalysis-Hub,False
UmVhY3Rpb246MzY4MTIy,Pb6Ti6|PbTi|101,Pb6Ti6,PbTi,101,H2O(g) + 3* -> 2H* + O*,O,bridge,-2.6153884180731666,Catalysis-Hub,False
UmVhY3Rpb246MzY4MTUy,Ga6Os6|GaOs|101,Ga6Os6,GaOs,101,H2O(g) + 3* -> 2H* + O*,O,hollow,-0.6770518841823332,Catalysis-Hub,False
UmVhY3Rpb246MzY4MjE1,In6Mo6|InMo|101,In6Mo6,InMo,101,H2O(g) + 3* -> 2H* + O*,O,top,-1.232455412877357,Catalysis-Hub,False
UmVhY3Rpb246MzY4MzA4,Pb6Tc6|PbTc|101,Pb6Tc6,PbTc,101,H2O(g) + 3* -> 2H* + O*,O,bridge,-1.0204675757760242,Catalysis-Hub,False
UmVhY3Rpb246MzYzOTM2,Mn6Ta6|MnTa|101,Mn6Ta6,MnTa,101,N2O(g) + 3* -> 2N* + O*,O,hollow,-9.275228085899698,Catalysis-Hub,False
UmVhY3Rpb246MzY1OTM5,Fe6Pt6|FePt|101,Fe6Pt6,FePt,101,O2(g) + 2* -> 2O*,O,hollow,-4.275977268361203,Catalysis-Hub,False
UmVhY3Rpb246MzY2NDc0,Co6Ni6|CoNi|101,Co6Ni6,CoNi,101,CH3COOH(g) + 8* -> 2C* + 4H* + 2O*,O,hollow,1.0028970492353437,Catalysis-Hub,False
UmVhY3Rpb246MzY4MzM3,Rh6V6|RhV|101,Rh6V6,RhV,101,H2O(g) + 3* -> 2H* + O*,O,hollow,-3.3055579581724714,Catalysis-Hub,False
UmVhY3Rpb246MzYzOTM3,Mn6Ta6|MnTa|101,Mn6Ta6,MnTa,101,H2O2(g) + 4* -> 2H* + 2O*,O,hollow,-10.216106445864398,Catalysis-Hub,False
UmVhY3Rpb246MzY0OTM0,Mo6Ru6|MoRu|101,Mo6Ru6,MoRu,101,N2O(g) + 3* -> 2N* + O*,O,hollow,-6.751545024607594,Catalysis-Hub,False
UmVhY3Rpb246MzY2NDc1,Co6Ni6|CoNi|101,Co6Ni6,CoNi,101,CH3CHO(g) + 7* -> 2C* + 4H* + O*,O,hollow,0.9965263200487016,Catalysis-Hub,False
UmVhY3Rpb246MzYyNjAz,Cr9W3|Cr3W|111,Cr9W3,Cr3W,111,CO2(g) + 3* -> C* + 2O*,O,top,-3.3382112106282875,Catalysis-Hub,False
UmVhY3Rpb246MzYzOTM4,Mn6Ta6|MnTa|101,Mn6Ta6,MnTa,101,H2SO4(g) + 7* -> 2H* + 4O* + S*,O,hollow,-18.38789931035899,Catalysis-Hub,False
UmVhY3Rpb246MzY0OTM1,Mo6Ru6|MoRu|101,Mo6Ru6,MoRu,101,H2O2(g) + 4* -> 2H* + 2O*,O,hollow,-7.731127224267084,Catalysis-Hub,False
UmVhY3Rpb246MzYwOTI1,Bi6Ti6|BiTi|101,Bi6Ti6,BiTi,101,O2(g) + 2* -> 2O*,O,bridge,-8.224872070165475,Catalysis-Hub,False
UmVhY3Rpb246MzYzOTM5,Mn6Ta6|MnTa|101,Mn6Ta6,MnTa,101,CH3OH(g) + 6* -> C* + 4H* + O*,O,hollow,-6.258924689409014,Catalysis-Hub,False
UmVhY3Rpb246MzY0OTM2,Mo6Ru6|MoRu|101,Mo6Ru6,MoRu,101,H2SO4(g) + 7* -> 2H* + 4O* + S*,O,hollow,-13.295719303869191,Catalysis-Hub,False
UmVhY3Rpb246MzY2NDc3,Cr6Hf6|CrHf|101,Cr6Hf6,CrHf,101,CO2(g) + 3* -> C* + 2O*,O,hollow,-7.368661658927522,Catalysis-Hub,False
UmVhY3Rpb246MzY3MTA4,Mo6Os6|MoOs|101,Mo6Os6,MoOs,101,O2(g) + 2* -> 2O*,O,hollow,-7.416009058758391,Catalysis-Hub,False
