kind,candidate_id,formula,surface,site,PC1,PC2,dG_H,pred_dG_H,pred_sigma,near_zero_rank,priority_rank,dft_converged
train,Hf3Pt9|Pt3Hf|111,Hf3Pt9,Pt3Hf,bridge,-7.624028396965464,-5.319880127718864,-0.3124061429579967,,,,,False
train,Hf3Pt9|Pt3Hf|111,Hf3Pt9,Pt3Hf,bridge|A_A|B,-8.142306030038569,-5.802654578079748,-0.3124061429579967,,,,,False
train,Hf3Re9|Re3Hf|111,Hf3Re9,Re3Hf,hollow,-8.992939138939152,-1.7981560454517094,-0.8766941884595952,,,,,False
train,Hf3Re9|Re3Hf|111,Hf3Re9,Re3Hf,hollow|A_A_A|FCC,-9.640789962581332,-2.33987608519954,-0.4277179195587166,,,,,False
train,Hf3Rh9|Rh3Hf|111,Hf3Rh9,Rh3Hf,hollow|A_A_B|HCP,-5.0689821571735205,-3.656431497680567,-0.3696788949591507,,,,,False
train,Hf3Rh9|Rh3Hf|111,Hf3Rh9,Rh3Hf,top|B,-4.311468590442886,-3.1252815974852926,0.6718575031418652,,,,,False
train,Hf3Ru9|Ru3Hf|111,Hf3Ru9,Ru3Hf,hollow,-4.98071353259626,-1.9013945965030434,-0.6367160417566708,,,,,False
train,Hf3Ru9|Ru3Hf|111,Hf3Ru9,Ru3Hf,hollow|A_A_B|FCC,-5.609442896849273,-2.4117600728621906,-0.6367160417566708,,,,,False
train,Hf3Ru9|Ru3Hf|111,Hf3Ru9,Ru3Hf,hollow|A_A_B|HCP,-5.6039502430995904,-2.4059221349191366,-0.546526086759485,,,,,False
train,Hf3Sc9|Sc3Hf|111,Hf3Sc9,Sc3Hf,hollow,-3.1468103998466934,0.7998480295222303,-1.0084736143571431,,,,,False
train,Hf3Sn9|Sn3Hf|111,Hf3Sn9,Sn3Hf,hollow|A_A_A|FCC,-1.6797030731273457,-4.595071415265068,1.2905126691412363,,,,,False
train,Hf3Sn9|Sn3Hf|111,Hf3Sn9,Sn3Hf,top,-0.8209232583958124,-3.9435801887927733,-0.1010761411589271,,,,,False
train,Hf3Sn9|Sn3Hf|111,Hf3Sn9,Sn3Hf,top|B,-0.897575393257859,-4.026729013738055,-0.1010761411589271,,,,,False
train,Hf3V9|V3Hf|111,Hf3V9,V3Hf,top|B,-3.1508231895019163,1.050470032326384,0.3021490838446254,,,,,False
train,Hf3W9|W3Hf|111,Hf3W9,W3Hf,hollow|A_A_A|FCC,-8.811778556597847,-1.3533589740240404,-0.5591211479577112,,,,,False
train,Hf3Y9|Y3Hf|111,Hf3Y9,Y3Hf,hollow|A_A_A|FCC,-6.77406923472571,0.2482676069399587,-0.9365644031558702,,,,,False
train,Hf3Zn9|Zn3Hf|111,Hf3Zn9,Zn3Hf,bridge,-1.5732612724964976,-6.508583131351095,-0.4376459928525662,,,,,False
train,Hf3Zn9|Zn3Hf|111,Hf3Zn9,Zn3Hf,hollow|A_A_B|FCC,-2.3472146016844455,-7.057135179624195,-0.4107399207559581,,,,,False
train,Hf3Zn9|Zn3Hf|111,Hf3Zn9,Zn3Hf,hollow|A_A_B|HCP,-2.341721947934764,-7.051297241681142,-0.3967599362576663,,,,,False
train,Hf3Zn9|Zn3Hf|111,Hf3Zn9,Zn3Hf,top|A,-1.5957641357348036,-6.530665638966164,0.5646139019454779,,,,,False
train,Hf6Ir6|HfIr|101,Hf6Ir6,HfIr,hollow|A_A_B|FCC,-8.172858693152786,-4.089398821577862,-0.4705539439591746,,,,,False
train,Hf6Ir6|HfIr|101,Hf6Ir6,HfIr,hollow|A_B_B|HCP,-8.172286456834838,-4.069802699684316,-0.0212058314563989,,,,,False
train,Hf6Ir6|HfIr|101,Hf6Ir6,HfIr,top|A,-7.421408227203142,-3.562929280919832,0.2671674893399824,,,,,False
train,Hf6La6|HfLa|101,Hf6La6,HfLa,hollow-tilt|A_A_B|HCP,-8.335323312174273,-0.4745074733243452,-0.8073103297565183,,,,,False
train,Hf6Mo6|HfMo|101,Hf6Mo6,HfMo,hollow,-5.024416570777995,0.29063308485128814,-0.8695185465576003,,,,,False
train,Hf6Nb6|HfNb|101,Hf6Nb6,HfNb,hollow|A_A_B|FCC,-7.22151224332798,0.8701951119131028,-0.8822352425586075,,,,,False
train,Hf6Nb6|HfNb|101,Hf6Nb6,HfNb,hollow|A_A_B|HCP,-7.2160195895782975,0.876033049856157,-0.903139571858418,,,,,False
train,Hf6Nb6|HfNb|101,Hf6Nb6,HfNb,hollow|A_B_B|FCC,-7.226432660759714,0.8839532958635945,-0.8285773867564501,,,,,False
train,Hf6Nb6|HfNb|101,Hf6Nb6,HfNb,hollow|A_B_B|HCP,-7.220940007010031,0.8897912338066487,-0.9404942711580304,,,,,False
train,Hf6Ni6|HfNi|101,Hf6Ni6,HfNi,top|B,-1.2719578768046185,-4.311329702844501,0.0221383656399041,,,,,False
train,Hf6Pd6|HfPd|101,Hf6Pd6,HfPd,bridge,-3.730395066741301,-4.881402978362833,-0.8281139769560184,,,,,False
train,Hf6Pt6|HfPt|101,Hf6Pt6,HfPt,bridge,-6.791193803357941,-4.598430121353776,-0.7392532981602642,,,,,False
train,Hf6Re6|HfRe|101,Hf6Re6,HfRe,bridge|B_B|A,-8.907357499164522,-2.085795532324984,-0.7793577077563612,,,,,False
train,Hf6Re6|HfRe|101,Hf6Re6,HfRe,hollow,-8.579098689040862,-1.7026731206617474,-0.9953522849563966,,,,,False
train,Hf6Re6|HfRe|101,Hf6Re6,HfRe,top|B,-8.444821832813558,-1.6760507588825686,-0.4006327964588934,,,,,False
train,Hf6Ru6|HfRu|101,Hf6Ru6,HfRu,hollow,-4.703493771304921,-1.8831797324079738,-0.8054258053552701,,,,,False
train,Hf6Ru6|HfRu|101,Hf6Ru6,HfRu,hollow|A_A_B|FCC,-5.332223135557933,-2.3935452087671214,-0.8050686559572284,,,,,False
train,Hf6Sc6|HfSc|101,Hf6Sc6,HfSc,hollow|A_A_B|FCC,-4.083236049465779,-0.12728998659421004,-0.9922797115568472,,,,,False
train,Hf6Sc6|HfSc|101,Hf6Sc6,HfSc,hollow|A_A_B|HCP,-4.077743395716098,-0.12145204865115591,-0.9818014240581476,,,,,False
train,Hf6Sc6|HfSc|101,Hf6Sc6,HfSc,hollow|A_B_B|FCC,-4.088156466897513,-0.1135318026437186,-0.981890133159112,,,,,False
train,Hf6Sc6|HfSc|101,Hf6Sc6,HfSc,hollow|A_B_B|HCP,-4.082663813147832,-0.10769386470066443,-0.9670333978565112,,,,,False
train,Hf6Sn6|HfSn|101,Hf6Sn6,HfSn,bridge,-0.7500572694963066,-3.8138897857011296,-0.3699671995591131,,,,,False
train,Hf6Sn6|HfSn|101,Hf6Sn6,HfSn,bridge|A_A|B,-1.2683349025694035,-4.296664236062014,-0.3699671995591131,,,,,False
train,Hf6Sn6|HfSn|101,Hf6Sn6,HfSn,top-tilt|A,-0.8464689451787984,-3.936230749540547,0.091330111842609,,,,,False
train,Hf6Ta6|HfTa|101,Hf6Ta6,HfTa,hollow,-10.145250709395606,0.6573800454910592,-0.989942661856702,,,,,False
train,Hf6Ta6|HfTa|101,Hf6Ta6,HfTa,hollow|A_A_B|HCP,-10.768487419898934,0.15285250707496562,-0.959748774256667,,,,,False
train,Hf6Ta6|HfTa|101,Hf6Ta6,HfTa,hollow|A_B_B|FCC,-10.778900491080352,0.16077275308240305,-0.903726793559116,,,,,False
train,Hf6Ta6|HfTa|101,Hf6Ta6,HfTa,hollow|A_B_B|HCP,-10.77340783733067,0.1666106910254572,-0.9892985684591338,,,,,False
train,Hf6Tc6|HfTc|101,Hf6Tc6,HfTc,top|B,-5.029613359641674,-1.2851702198271795,-0.1870471070569408,,,,,False
train,Hf6Ti6|HfTi|101,Hf6Ti6,HfTi,hollow,-3.9444427340368127,0.9872519726337331,-1.0344632070582236,,,,,False
train,Hf6Ti6|HfTi|101,Hf6Ti6,HfTi,hollow|A_B_B|FCC,-4.578092515721556,0.490644680225076,-0.9464810477574872,,,,,False
train,Hf6V6|HfV|101,Hf6V6,HfV,hollow|A_A_B|HCP,-4.171657624266893,0.2394146725852135,-1.0123649782571815,,,,,False
train,Hf6V6|HfV|101,Hf6V6,HfV,hollow|A_B_B|HCP,-4.176578041698627,0.2531728565357051,-0.9014780448551108,,,,,False
train,Hf6V6|HfV|101,Hf6V6,HfV,top|B,-3.4141440575362623,0.7705645727804868,-0.0564728734561583,,,,,False
train,Hf6W6|HfW|101,Hf6W6,HfW,hollow,-7.874864296875539,-0.8675398280499719,-0.8891575464576533,,,,,False
train,Hf6W6|HfW|101,Hf6W6,HfW,top|A,-7.752143195178911,-0.85143576375109,0.1400137266400918,,,,,False
train,Hf6Zn6|HfZn|101,Hf6Zn6,HfZn,4fold|A_A_B_B,-1.407583851673893,-6.484821128365962,-0.0578681370597848,,,,,False
train,Hf6Zn6|HfZn|101,Hf6Zn6,HfZn,top|B,-1.1699794895075992,-6.339618523177923,0.5889238719401249,,,,,False
train,Hf8Ru8|HfRu-bcc|101,Hf8Ru8,HfRu-bcc,longbridgeA,-4.5515547586840395,-1.826231870635259,-0.3875488828271045,,,,,False
train,Hf8Ru8|HfRu-bcc|101,Hf8Ru8,HfRu-bcc,ontopA,-4.485849732529622,-1.7546472558247508,0.6738134574479773,,,,,False
train,Hf8Ru8|HfRu-bcc|101+3%,Hf8Ru8,HfRu-bcc,threefoldAAB,-4.236986869213974,-1.4608828454360496,-1.0049354541188222,,,,,False
train,Hf8Ru8|HfRu-bcc|101+5%,Hf8Ru8,HfRu-bcc,threefoldAAB,-4.348314151382924,-1.5218007222087488,-0.9870564864613698,,,,,False
train,Hf8Ru8|HfRu-bcc|101-3%,Hf8Ru8,HfRu-bcc,threefoldAAB-d,-4.236986869213974,-1.4608828454360496,-1.0123736859022756,,,,,False
train,Hf9B42F3|Hf-F|001,Hf9B42F3,Hf-F,site1,2.649176253655301,8.378177721669115,-0.7134485650000215,,,,,False
train,Hf9Hg3|Hf3Hg|111,Hf9Hg3,Hf3Hg,hollow,-6.774767747179726,-6.354601974218999,-1.1037337303559696,,,,,False
train,Hf9In3|Hf3In|111,Hf9In3,Hf3In,hollow|A_A_A|FCC,-4.087904044595043,-3.7407417941140904,-1.0809342641577755,,,,,False
train,Hf9In3|Hf3In|111,Hf9In3,Hf3In,hollow|A_A_A|HCP,-4.082411390845362,-3.7349038561710364,-1.0443984914554392,,,,,False
train,Hf9Mn3|Hf3Mn|111,Hf9Mn3,Hf3Mn,top|A,-4.94284183741998,-1.724443625307024,0.210412433841185,,,,,False
train,Hf9Mo3|Hf3Mo|111,Hf9Mo3,Hf3Mo,hollow|A_A_A|FCC,-7.0114474304424546,-0.8528972604786935,-1.03573615556067,,,,,False
train,Hf9Mo3|Hf3Mo|111,Hf9Mo3,Hf3Mo,hollow|A_A_B|HCP,-6.986833317303602,-0.8157047591469557,-0.8172027562604569,,,,,False
train,Hf9Ni3|Hf3Ni|111,Hf9Ni3,Hf3Ni,hollow,-3.5448227871889197,-4.393733137325713,-1.019478714252699,,,,,False
train,Hf9Ni3|Hf3Ni|111,Hf9Ni3,Hf3Ni,hollow|A_A_A|FCC,-4.192673610831101,-4.935453177073543,-1.0183171963571738,,,,,False
train,Hf9Ni3|Hf3Ni|111,Hf9Ni3,Hf3Ni,top|B,-3.410545930961615,-4.367110775546532,0.0394257577436576,,,,,False
train,Hf9Os3|Hf3Os|111,Hf9Os3,Hf3Os,top|B,-8.118909169199453,-2.5669219254344475,-0.1059975920570366,,,,,False
train,Hf9Pb3|Hf3Pb|111,Hf9Pb3,Hf3Pb,hollow,-4.070203138995968,-4.528511862572328,-1.0612256031590448,,,,,False
train,Hf9Pd3|Hf3Pd|111,Hf9Pd3,Hf3Pd,hollow,-5.1734062201688715,-4.4674875096254025,-1.0477418181571636,,,,,False
train,Hf9Pd3|Hf3Pd|111,Hf9Pd3,Hf3Pd,hollow|A_A_A|FCC,-5.821257043811053,-5.009207549373232,-1.039939906258013,,,,,False
train,Hf9Pd3|Hf3Pd|111,Hf9Pd3,Hf3Pd,top|B,-5.039129363941566,-4.440865147846223,0.2151378267417669,,,,,False
train,Hf9Pt3|Hf3Pt|111,Hf9Pt3,Hf3Pt,hollow|A_A_A|FCC,-8.059488031811677,-4.371418223308647,-1.065279963258007,,,,,False
train,Hf9Re3|Hf3Re|111,Hf9Re3,Hf3Re,hollow,-8.990618625627024,-1.5002770770273068,-1.1010495994587188,,,,,False
train,Hf9Sc3|Hf3Sc|111,Hf9Sc3,Hf3Sc,hollow,-5.463569075733969,-0.34278530798504525,-0.997516270256682,,,,,False
train,Hf9Sn3|Hf3Sn|111,Hf9Sn3,Hf3Sn,hollow|A_A_A|FCC,-3.463497564755358,-4.07575761190182,-1.0387681840574885,,,,,False
train,Hf9Ta3|Hf3Ta|111,Hf9Ta3,Hf3Ta,top|A,-10.223732151079766,0.6277643525809344,0.3300378951398954,,,,,False
train,Hf9Ta3|Hf3Ta|111,Hf9Ta3,Hf3Ta,top|B,-10.212176396549088,0.6382826500612313,0.146949908340531,,,,,False
train,Hf9Tc3|Hf3Tc|111,Hf9Tc3,Hf3Tc,hollow,-6.601295550086449,-1.7310351111019673,-1.1067324247587464,,,,,False
train,Hf9Tc3|Hf3Tc|111,Hf9Tc3,Hf3Tc,hollow|A_A_A|FCC,-7.249146373728631,-2.2727551508497976,-1.0397064325579493,,,,,False
train,Hf9Ti3|Hf3Ti|111,Hf9Ti3,Hf3Ti,hollow|A_A_A|FCC,-6.594288799279815,-0.470953653190153,-0.977920128257182,,,,,False
train,Hf9Ti3|Hf3Ti|111,Hf9Ti3,Hf3Ti,hollow|A_A_A|HCP,-6.588796145530133,-0.46511571524709877,-1.0413520409556156,,,,,False
train,Hf9Ti3|Hf3Ti|111,Hf9Ti3,Hf3Ti,hollow|A_A_B|HCP,-6.569674686140962,-0.433761151858415,-0.9666060429580908,,,,,False
train,Hf9V3|Hf3V|111,Hf9V3,Hf3V,hollow|A_A_A|HCP,-6.189555526521246,-0.7092475760637209,-1.0617528235588622,,,,,False
train,Hf9Y3|Hf3Y|111,Hf9Y3,Hf3Y,hollow|A_A_B|HCP,-8.036604920213332,-0.4027238503996836,-0.9765232318559072,,,,,False
train,Hf9Zn3|Hf3Zn|111,Hf9Zn3,Hf3Zn,hollow,-3.358953926669545,-5.961338585121839,-1.0627718899549734,,,,,False
train,Hf9Zr3|Hf3Zr|111,Hf9Zr3,Hf3Zr,bridge|A_A|B,-8.826497780103582,0.10233896406376182,-0.7342133416595686,,,,,False
train,Hf9Zr3|Hf3Zr|111,Hf9Zr3,Hf3Zr,hollow,-8.45344411196542,0.5469268425106926,-0.9944722688587432,,,,,False
train,Hf9Zr3|Hf3Zr|111,Hf9Zr3,Hf3Zr,hollow|A_A_A|FCC,-9.101294935607598,0.005206802762861522,-0.9806784101592428,,,,,False
train,Hf9Zr3|Hf3Zr|111,Hf9Zr3,Hf3Zr,hollow|A_A_B|FCC,-9.082173476218427,0.03656136615154514,-0.944564686057646,,,,,False
train,Hf9Zr3|Hf3Zr|111,Hf9Zr3,Hf3Zr,hollow|A_A_B|HCP,-9.076680822468745,0.04239930409459929,-0.9944119956589644,,,,,False
train,Hf9Zr3|Hf3Zr|111,Hf9Zr3,Hf3Zr,top|B,-8.319167255738114,0.5735492042898717,0.3647650632420038,,,,,False
train,Hg3In9|In3Hg|111,Hg3In9,In3Hg,hollow,-6.400815717010204,-6.162666754930282,0.6789447081401079,,,,,False
train,Hg3La9|La3Hg|111,Hg3La9,La3Hg,top|B,-4.333827852654779,-7.143822694689461,0.5893777577412322,,,,,False
train,Hg3Mo9|Mo3Hg|111,Hg3Mo9,Mo3Hg,hollow,-4.580736552073356,-3.454521285374286,-0.8990788170549138,,,,,False
train,Hg3Mo9|Mo3Hg|111,Hg3Mo9,Mo3Hg,hollow|A_A_A|FCC,-5.228587375715535,-3.99624132512212,-0.7809509343560137,,,,,False
train,Hg3Nb9|Nb3Hg|111,Hg3Nb9,Nb3Hg,hollow,-4.299779644149956,-4.15001163706728,-1.077256509658554,,,,,False
train,Hg3Nb9|Nb3Hg|111,Hg3Nb9,Nb3Hg,top|B,-4.165502787922652,-4.1233892752880985,0.9552775357415442,,,,,False
train,Hg3Pt9|Pt3Hg|111,Hg3Pt9,Pt3Hg,hollow,-11.365771211805692,-5.430065625147486,-0.3033959095582474,,,,,False
train,Hg3Pt9|Pt3Hg|111,Hg3Pt9,Pt3Hg,hollow|A_A_A|FCC,-12.013622035447876,-5.971785664895315,-0.2284050091575125,,,,,False
train,Hg3Pt9|Pt3Hg|111,Hg3Pt9,Pt3Hg,hollow|A_A_A|HCP,-12.008129381698193,-5.965947726952262,-0.3030497807585277,,,,,False
train,Hg3Pt9|Pt3Hg|111,Hg3Pt9,Pt3Hg,top|A,-11.243050110109065,-5.413961560848601,-0.1792556715581383,,,,,False
train,Hg3Pt9|Pt3Hg|111,Hg3Pt9,Pt3Hg,top|B,-11.231494355578388,-5.403443263368304,1.317631262242713,,,,,False
train,Hg3Re9|Re3Hg|111,Hg3Re9,Re3Hg,hollow|A_A_A|FCC,-9.435249374895443,-5.686175171974386,-0.0372707521591735,,,,,False
train,Hg3Rh9|Rh3Hg|111,Hg3Rh9,Rh3Hg,hollow,-6.6314265834512,-4.457969561320911,-0.4347795456587562,,,,,False
train,Hg3Rh9|Rh3Hg|111,Hg3Rh9,Rh3Hg,hollow|A_A_A|HCP,-7.2737847533436994,-4.993851663125687,-0.3636023207572805,,,,,False
train,Hg3Ru9|Ru3Hg|111,Hg3Ru9,Ru3Hg,hollow|A_A_A|HCP,-6.647352529905467,-4.643189870631791,-0.4324333802569242,,,,,False
train,Hg3Sn9|Sn3Hg|111,Hg3Sn9,Sn3Hg,bridge|A_A|A,-6.176961818065108,-6.860196184539101,0.7561869423416567,,,,,False
train,Hg3Sn9|Sn3Hg|111,Hg3Sn9,Sn3Hg,top|B,-5.658075539168963,-6.378467646832693,1.1563749687420852,,,,,False
train,Hg3Ta9|Ta3Hg|111,Hg3Ta9,Ta3Hg,hollow|A_A_A|HCP,-8.014151394249682,-5.96345382268659,-1.0557000595572106,,,,,False
train,Hg3Ti9|Ti3Hg|111,Hg3Ti9,Ti3Hg,hollow,-0.7078965862728213,-5.33461588075532,-1.1292660357566715,,,,,False
train,Hg3V9|V3Hg|111,Hg3V9,V3Hg,hollow,-1.3827945533300792,-4.601539639854443,-1.0455620502570753,,,,,False
train,Hg3W9|W3Hg|111,Hg3W9,W3Hg,hollow,-7.174794172910822,-4.809875358231982,-1.0320309174594229,,,,,False
train,Hg3W9|W3Hg|111,Hg3W9,W3Hg,hollow|A_A_A|HCP,-7.817152342803322,-5.345757460036759,-1.0320309174594229,,,,,False
train,Hg3Y9|Y3Hg|111,Hg3Y9,Y3Hg,hollow|A_A_A|FCC,-2.7879157609663583,-7.18885107426541,-1.1136935050571708,,,,,False
train,Hg3Y9|Y3Hg|111,Hg3Y9,Y3Hg,hollow|A_A_A|HCP,-2.782423107216677,-7.183013136322357,-1.0747220413568073,,,,,False
train,Hg3Zr9|Zr3Hg|111,Hg3Zr9,Zr3Hg,hollow,-2.8591930046687133,-5.864997149218355,-1.0960267861582622,,,,,False
train,Hg3Zr9|Zr3Hg|111,Hg3Zr9,Zr3Hg,hollow|A_A_A|FCC,-3.5070438283108962,-6.406717188966185,-1.0851435931571984,,,,,False
train,Hg6In6|HgIn|101,Hg6In6,HgIn,top-tilt|B,-6.755860120755709,-7.286518180153862,0.8594817636412984,,,,,False
train,Hg6In6|HgIn|101,Hg6In6,HgIn,top|B,-6.681951308311523,-7.186259723929515,0.8547211320410781,,,,,False
train,Hg6Mo6|HgMo|101,Hg6Mo6,HgMo,top,-4.006406645810227,-4.749160583328046,0.3753417199414173,,,,,False
train,Hg6Mo6|HgMo|101,Hg6Mo6,HgMo,top|B,-4.083058780672274,-4.832309408273328,0.3753417199414173,,,,,False
train,Hg6Nb6|HgNb|101,Hg6Nb6,HgNb,hollow|A_A_B|FCC,-4.407521065660509,-6.128238397489464,0.3449052428414063,,,,,False
train,Hg6Ni6|HgNi|101,Hg6Ni6,HgNi,top|A,-4.571566885836309,-6.049699660716574,1.0987760882353823,,,,,False
train,Hg6Pb6|HgPb|101,Hg6Pb6,HgPb,hollow,-9.367967804312238,-7.989271692872633,0.8996727054409632,,,,,False
train,Hg6Pd6|HgPd|101,Hg6Pd6,HgPd,bridge,-7.815009851518658,-5.429564255275631,0.1427256131401293,,,,,False
train,Hg6Pt6|HgPt|101,Hg6Pt6,HgPt,bridge|B_B|A,-11.337713287809724,-6.001042362548019,-0.1266533453553791,,,,,False
train,Hg6Rh6|HgRh|101,Hg6Rh6,HgRh,bridge,-6.331876283998777,-5.1765649045043745,-0.2955233840611697,,,,,False
train,Hg6Rh6|HgRh|101,Hg6Rh6,HgRh,bridge|B_B|A,-6.80535905905737,-5.5978738880815655,-0.2955233840611697,,,,,False
train,Hg6Rh6|HgRh|101,Hg6Rh6,HgRh,top|A,-6.354379147237083,-5.198647412119444,1.129916387840268,,,,,False
train,Hg6Rh6|HgRh|101,Hg6Rh6,HgRh,top|B,-6.342823392706406,-5.188129114639147,-0.1400964492595164,,,,,False
train,Hg6Sc6|HgSc|101,Hg6Sc6,HgSc,bridge,0.3046755944836658,-7.864700927468245,-0.6605302204579573,,,,,False
train,Hg6Sc6|HgSc|101,Hg6Sc6,HgSc,bridge|A_A|B,-0.2136020385894311,-8.347475377829127,-0.6605302204579573,,,,,False
train,Hg6Ta6|HgTa|101,Hg6Ta6,HgTa,bridge,-6.516782046650775,-6.7119251513649765,-0.7547314054563401,,,,,False
train,Hg6Ta6|HgTa|101,Hg6Ta6,HgTa,bridge|B_B|A,-6.990264821709368,-7.1332341349421675,-0.7547314054563401,,,,,False
train,Hg6Ta6|HgTa|101,Hg6Ta6,HgTa,top-tilt|B,-6.60163796780259,-6.8237478177240956,-0.0692884827576278,,,,,False
train,Hg6Tl6|HgTl|101,Hg6Tl6,HgTl,bridge,-11.341611589879811,-5.697686006869389,0.8336789771429096,,,,,False
train,Hg6Tl6|HgTl|101,Hg6Tl6,HgTl,hollow|A_A_B|FCC,-12.115564919067756,-6.246238055142489,1.094896153143992,,,,,False
train,Hg6Tl6|HgTl|101,Hg6Tl6,HgTl,hollow|A_B_B|FCC,-12.120485336499492,-6.232479871191997,0.8598326544424992,,,,,False
train,Hg6Tl6|HgTl|101,Hg6Tl6,HgTl,top|B,-11.35255869858744,-5.709250217004161,1.1428049237447624,,,,,False
train,Hg6Y6|HgY|101,Hg6Y6,HgY,bridge|B_B|A,-2.0084984131625196,-8.507700064175705,-0.672301320860214,,,,,False
train,Hg6Y6|HgY|101,Hg6Y6,HgY,hollow|A_A_B|HCP,-2.303476313542192,-8.629105190928557,0.4237202951417487,,,,,False
train,Hg6Zr6|HgZr|101,Hg6Zr6,HgZr,bridge|B_B|A,-2.8196105577116857,-7.927412758064898,-0.6831250569584597,,,,,False
train,Hg9In3|Hg3In|111,Hg9In3,Hg3In,hollow|A_A_A|FCC,-8.973854120650763,-8.623581860954825,1.4280500238428715,,,,,False
train,Hg9In3|Hg3In|111,Hg9In3,Hg3In,hollow|A_A_A|HCP,-8.968361466901081,-8.617743923011771,1.48502930104317,,,,,False
train,Hg9In3|Hg3In|111,Hg9In3,Hg3In,top,-8.115074305919224,-7.972090634482533,0.8916720144416388,,,,,False
train,Hg9Ir3|Hg3Ir|111,Hg9Ir3,Hg3Ir,top,-9.890762169501361,-6.497595460489056,-0.4811795812592834,,,,,False
train,Hg9La3|Hg3La|111,Hg9La3,Hg3La,bridge,-5.275611418338385,-9.223526510277464,0.1817358530434205,,,,,False
train,Hg9La3|Hg3La|111,Hg9La3,Hg3La,top|B,-5.286558527046015,-9.235090720412234,0.3486149708451478,,,,,False
train,Hg9Mo3|Hg3Mo|111,Hg9Mo3,Hg3Mo,top|A,-5.885421302070231,-6.371318107645609,1.0107114785432998,,,,,False
train,Hg9Ni3|Hg3Ni|111,Hg9Ni3,Hg3Ni,top|B,-6.668180580281596,-7.4073398774490045,0.289998520643195,,,,,False
train,Hg9Os3|Hg3Os|111,Hg9Os3,Hg3Os,hollow|A_A_A|FCC,-10.094991500774695,-7.567827608670935,1.405709205643717,,,,,False
train,Hg9Os3|Hg3Os|111,Hg9Os3,Hg3Os,top|B,-9.312863820905209,-6.999485207143924,-0.787379895856219,,,,,False
train,Hg9Pb3|Hg3Pb|111,Hg9Pb3,Hg3Pb,top,-9.850123635153382,-7.878367761080289,0.6891276161450435,,,,,False
train,Hg9Pt3|Hg3Pt|111,Hg9Pt3,Hg3Pt,top,-11.10070797988411,-5.932742616241437,0.0090330909415854,,,,,False
train,Hg9Pt3|Hg3Pt|111,Hg9Pt3,Hg3Pt,top|B,-11.177360114746156,-6.015891441186719,0.0090330909415854,,,,,False
train,Hg9Re3|Hg3Re|111,Hg9Re3,Hg3Re,top,-8.85680561123465,-6.919209185399126,-0.8287088178576312,,,,,False
train,Hg9Sc3|Hg3Sc|111,Hg9Sc3,Hg3Sc,top-tilt|A,-2.4995068475728885,-9.470181824703214,0.9261190413390352,,,,,False
train,Hg9Ta3|Hg3Ta|111,Hg9Ta3,Hg3Ta,hollow|A_A_A|FCC,-8.205429770857288,-8.129201181556377,1.2801549280420943,,,,,False
train,Hg9Tc3|Hg3Tc|111,Hg9Tc3,Hg3Tc,hollow|A_A_A|FCC,-7.300051652053517,-7.995800388450998,1.4048085087424909,,,,,False
train,Hg9Tc3|Hg3Tc|111,Hg9Tc3,Hg3Tc,hollow|A_A_A|HCP,-7.294558998303835,-7.989962450507944,1.423501368940407,,,,,False
train,Hg9Tc3|Hg3Tc|111,Hg9Tc3,Hg3Tc,top,-6.441271837321983,-7.344309161978707,-0.4845306630586208,,,,,False
train,Hg9Tc3|Hg3Tc|111,Hg9Tc3,Hg3Tc,top|A,-6.529479726714706,-7.437976284404286,1.0539036999407756,,,,,False
train,Hg9Ti3|Hg3Ti|111,Hg9Ti3,Hg3Ti,hollow-tilt,-3.497597092917283,-8.785288871253085,0.0031494455406857,,,,,False
train,Hg9Ti3|Hg3Ti|111,Hg9Ti3,Hg3Ti,hollow-tilt|A_A_B|FCC,-4.126326457170295,-9.295654347612233,0.0832586712395198,,,,,False
train,Hg9Ti3|Hg3Ti|111,Hg9Ti3,Hg3Ti,hollow-tilt|A_A_B|HCP,-4.120833803420614,-9.289816409669179,0.0201403697401758,,,,,False
train,Hg9Ti3|Hg3Ti|111,Hg9Ti3,Hg3Ti,hollow|A_A_A|FCC,-4.07153910411528,-9.226750454776573,1.2459700828412963,,,,,False
train,Hg9Ti3|Hg3Ti|111,Hg9Ti3,Hg3Ti,top-tilt|B,-3.3633202366899786,-8.758666509473906,0.0413355887403952,,,,,False
train,Hg9Tl3|Hg3Tl|111,Hg9Tl3,Hg3Tl,hollow|A_A_A|HCP,-12.375128657748546,-6.478407100722108,1.482751572243643,,,,,False
train,Hg9Tl3|Hg3Tl|111,Hg9Tl3,Hg3Tl,hollow|A_A_B|HCP,-12.356007198359373,-6.447052537333424,1.1801515957422737,,,,,False
train,Hg9Tl3|Hg3Tl|111,Hg9Tl3,Hg3Tl,top|A,-11.610049386159417,-5.926420934618447,1.1940608306440763,,,,,False
train,Hg9W3|Hg3W|111,Hg9W3,Hg3W,top,-7.458090470146427,-6.860614788501575,-0.6612804382557158,,,,,False
train,Hg9Y3|Hg3Y|111,Hg9Y3,Hg3Y,bridge,-3.6221965329242227,-9.328005120477998,0.0936524674407621,,,,,False
train,Hg9Y3|Hg3Y|111,Hg9Y3,Hg3Y,hollow|A_A_A|FCC,-4.415271321501339,-9.907911732139782,1.091255406042393,,,,,False
